Order_ID,Customer_ID,Order_Time,Day_of_Week,Weather_Condition,Temperature_C,Menu_Item,Category,Price,Delivery_Time_Minutes,Dine_In_or_Takeaway,Customer_Satisfaction_Rating,Total_Orders_Per_Hour,Staff_On_Duty,Table_Occupancy_Rate,Kitchen_Preparation_Time_Minutes,Total_Revenue,Peak_Hours,Promotions_Applied,Delivery_Platform_Used,Online_vs_Walkin,Holiday_or_Event
38975,894,2025-01-08 22:00:00,Wednesday,Sunny,25,Steak,Beverage,32.43,44,Takeaway,2,28,12,74,7,436.58,No,No,UberEats,Walk-in,No
38976,1391,2025-01-08 23:00:00,Wednesday,Sunny,32,Pizza,Dessert,14.81,30,Takeaway,2,43,3,57,5,1046.39,Yes,Yes,UberEats,Online,No
38977,1342,2025-01-09 00:00:00,Thursday,Sunny,7,Steak,Breakfast,41.85,29,Dine-in,1,8,8,53,14,114.73,No,No,None,Walk-in,No
38978,144,2025-01-09 01:00:00,Thursday,Sunny,26,Steak,Lunch,34.13,28,Dine-in,1,31,7,96,10,547.97,Yes,Yes,Zomato,Walk-in,Yes
38979,384,2025-01-09 02:00:00,Thursday,Rainy,5,Coffee,Lunch,14.96,42,Takeaway,2,11,13,54,23,275.76,No,No,Zomato,Walk-in,No
38980,216,2025-01-09 03:00:00,Thursday,Cloudy,7,Coffee,Lunch,26.63,13,Dine-in,1,28,8,85,8,490.47,No,No,UberEats,Walk-in,No
38981,1385,2025-01-09 04:00:00,Thursday,Sunny,15,Pizza,Dessert,49.87,28,Delivery,2,13,7,93,23,168.04,No,No,Zomato,Walk-in,No
38982,324,2025-01-09 05:00:00,Thursday,Sunny,22,Burger,Lunch,19.78,58,Dine-in,2,5,11,55,11,76.95,No,No,Swiggy,Walk-in,No
38983,1039,2025-01-09 06:00:00,Thursday,Sunny,11,Salad,Lunch,10.25,37,Dine-in,5,38,2,79,16,441.45,Yes,No,Zomato,Walk-in,No
38984,217,2025-01-09 07:00:00,Thursday,Snowy,13,Sushi,Beverage,5.98,31,Delivery,1,44,7,89,29,1033.27,Yes,No,Zomato,Walk-in,No
38985,1516,2025-01-09 08:00:00,Thursday,Sunny,8,Sushi,Lunch,13.31,33,Dine-in,5,35,5,87,25,382.08,Yes,No,Zomato,Online,No
38986,951,2025-01-09 09:00:00,Thursday,Sunny,27,Pizza,Dinner,13.41,55,Dine-in,2,43,10,86,26,923.69,Yes,No,Swiggy,Online,No
38987,1571,2025-01-09 10:00:00,Thursday,Rainy,28,Burger,Dessert,43.61,39,Delivery,2,27,7,90,9,783.03,No,Yes,None,Walk-in,No
38988,183,2025-01-09 11:00:00,Thursday,Sunny,14,Coffee,Dessert,12.03,38,Takeaway,5,7,10,68,23,190.38,No,No,UberEats,Walk-in,No
38989,270,2025-01-09 12:00:00,Thursday,Sunny,22,Coffee,Dinner,43.82,19,Dine-in,3,43,9,91,23,492.73,Yes,Yes,None,Walk-in,No
38990,945,2025-01-09 13:00:00,Thursday,Rainy,27,Salad,Dinner,8.9,41,Dine-in,2,24,14,92,24,582.95,No,No,Zomato,Walk-in,No
38991,1491,2025-01-09 14:00:00,Thursday,Sunny,20,Pasta,Beverage,45.8,18,Dine-in,1,30,6,67,25,714.06,No,No,None,Walk-in,No
38992,870,2025-01-09 15:00:00,Thursday,Sunny,33,Coffee,Dinner,16.54,34,Takeaway,4,38,11,70,11,606.77,Yes,Yes,UberEats,Online,No
38993,1636,2025-01-09 16:00:00,Thursday,Sunny,16,Pizza,Lunch,32.52,25,Dine-in,4,36,13,86,18,438.71,Yes,Yes,UberEats,Walk-in,No
38994,1543,2025-01-09 17:00:00,Thursday,Sunny,23,Pasta,Breakfast,12.19,24,Dine-in,4,37,8,92,13,1002.01,Yes,No,UberEats,Online,No
38995,1566,2025-01-09 18:00:00,Thursday,Sunny,28,Sushi,Breakfast,22.55,57,Takeaway,5,44,12,66,9,927.79,Yes,No,UberEats,Walk-in,No
38996,467,2025-01-09 19:00:00,Thursday,Cloudy,26,Sushi,Beverage,8.86,27,Dine-in,2,9,9,80,22,215.71,No,No,Zomato,Walk-in,No
38997,305,2025-01-09 20:00:00,Thursday,Sunny,7,Coffee,Beverage,31.08,32,Takeaway,3,14,14,70,13,268.19,No,No,Zomato,Online,No
38998,1168,2025-01-09 21:00:00,Thursday,Rainy,12,Salad,Dinner,20.56,51,Dine-in,1,40,13,60,9,577.89,Yes,No,Swiggy,Online,No
38999,111,2025-01-09 22:00:00,Thursday,Sunny,31,Dessert,Dessert,43.35,12,Dine-in,4,34,6,65,26,517.04,Yes,No,UberEats,Walk-in,No
39000,1014,2025-01-09 23:00:00,Thursday,Sunny,33,Salad,Beverage,13.18,16,Delivery,4,13,13,58,20,269.05,No,No,Swiggy,Walk-in,No
39001,232,2025-01-10 00:00:00,Friday,Sunny,23,Pasta,Dinner,17.6,48,Takeaway,1,36,9,72,13,528.87,Yes,No,Zomato,Walk-in,No
39002,1715,2025-01-10 01:00:00,Friday,Sunny,13,Dessert,Dessert,12.98,20,Dine-in,4,25,11,88,24,449.34,No,No,None,Online,No
39003,1608,2025-01-10 02:00:00,Friday,Sunny,31,Coffee,Beverage,30.37,33,Takeaway,5,46,10,72,15,528.45,Yes,No,UberEats,Online,No
39004,1746,2025-01-10 03:00:00,Friday,Sunny,23,Sushi,Lunch,10.03,44,Delivery,2,30,6,52,18,897.3,No,No,Swiggy,Walk-in,No
39005,1756,2025-01-10 04:00:00,Friday,Sunny,21,Salad,Dinner,13.52,59,Delivery,2,27,9,98,7,603.01,No,No,UberEats,Online,Yes
39006,1616,2025-01-10 05:00:00,Friday,Sunny,17,Salad,Breakfast,35.53,34,Takeaway,3,13,10,55,24,167.97,No,No,UberEats,Walk-in,No
39007,1524,2025-01-10 06:00:00,Friday,Cloudy,6,Dessert,Dinner,8.35,37,Takeaway,5,9,2,69,28,113.42,No,No,UberEats,Walk-in,No
39008,595,2025-01-10 07:00:00,Friday,Sunny,8,Sushi,Beverage,38.44,21,Takeaway,3,12,8,64,11,235.99,No,Yes,None,Online,No
39009,1578,2025-01-10 08:00:00,Friday,Sunny,33,Coffee,Lunch,9.7,32,Dine-in,4,48,8,95,27,503.78,Yes,No,Zomato,Online,No
39010,1297,2025-01-10 09:00:00,Friday,Sunny,15,Sushi,Lunch,31.35,26,Takeaway,2,47,12,79,15,857.31,Yes,No,Zomato,Online,No
39011,1727,2025-01-10 10:00:00,Friday,Sunny,6,Burger,Beverage,49.9,50,Delivery,3,15,12,81,21,433.47,No,No,Swiggy,Walk-in,No
39012,173,2025-01-10 11:00:00,Friday,Rainy,8,Steak,Dessert,12.83,46,Dine-in,3,40,3,55,22,1058.69,Yes,No,Zomato,Walk-in,No
39013,973,2025-01-10 12:00:00,Friday,Sunny,8,Salad,Breakfast,16.75,27,Takeaway,5,22,13,80,23,629.18,No,Yes,None,Online,No
39014,1031,2025-01-10 13:00:00,Friday,Sunny,24,Pasta,Beverage,45.43,18,Delivery,4,35,3,65,21,427.78,Yes,No,Swiggy,Walk-in,No
39015,1179,2025-01-10 14:00:00,Friday,Sunny,5,Coffee,Beverage,33.18,54,Dine-in,1,45,13,78,29,783.73,Yes,No,Zomato,Walk-in,No
39016,1546,2025-01-10 15:00:00,Friday,Rainy,29,Pizza,Beverage,27.16,44,Dine-in,5,12,9,71,13,253.2,No,No,UberEats,Online,No
39017,546,2025-01-10 16:00:00,Friday,Sunny,30,Pizza,Breakfast,30.32,45,Dine-in,5,40,8,89,18,976.22,Yes,Yes,Zomato,Online,No
39018,548,2025-01-10 17:00:00,Friday,Sunny,15,Sushi,Dessert,18.3,27,Takeaway,4,23,4,77,25,410.53,No,No,Zomato,Walk-in,No
39019,1945,2025-01-10 18:00:00,Friday,Sunny,27,Steak,Dessert,43.49,29,Delivery,1,26,11,64,15,425.85,No,No,Zomato,Walk-in,No
39020,518,2025-01-10 19:00:00,Friday,Sunny,6,Coffee,Dinner,38.54,30,Dine-in,5,6,5,70,19,96.61,No,No,UberEats,Walk-in,No
39021,1944,2025-01-10 20:00:00,Friday,Sunny,23,Coffee,Breakfast,33.91,56,Dine-in,3,15,4,57,8,386.84,No,No,Swiggy,Walk-in,No
39022,914,2025-01-10 21:00:00,Friday,Snowy,33,Pasta,Dessert,46.93,29,Dine-in,3,7,5,50,23,123.45,No,Yes,UberEats,Online,No
39023,215,2025-01-10 22:00:00,Friday,Rainy,12,Burger,Breakfast,31.01,15,Delivery,3,37,11,79,13,382.07,Yes,No,None,Walk-in,No
39024,134,2025-01-10 23:00:00,Friday,Sunny,27,Dessert,Lunch,28.03,18,Takeaway,3,14,14,51,6,355.66,No,No,None,Walk-in,No
39025,285,2025-01-11 00:00:00,Saturday,Sunny,24,Salad,Dessert,48.91,52,Delivery,1,49,6,73,12,648.11,Yes,No,UberEats,Online,No
39026,1150,2025-01-11 01:00:00,Saturday,Sunny,8,Burger,Lunch,14.27,38,Delivery,4,7,11,98,11,157.95,No,No,Zomato,Online,Yes
39027,1945,2025-01-11 02:00:00,Saturday,Sunny,29,Coffee,Dessert,11.39,38,Dine-in,4,43,2,54,22,455.34,Yes,No,Zomato,Walk-in,No
39028,1463,2025-01-11 03:00:00,Saturday,Sunny,20,Pasta,Dessert,12.3,22,Takeaway,1,41,7,61,23,727.33,Yes,No,None,Online,No
39029,1873,2025-01-11 04:00:00,Saturday,Sunny,19,Burger,Dessert,49.52,45,Takeaway,4,38,14,54,22,726.51,Yes,Yes,Swiggy,Walk-in,No
39030,686,2025-01-11 05:00:00,Saturday,Cloudy,9,Sushi,Lunch,34.35,36,Takeaway,3,32,6,83,19,942.77,Yes,No,UberEats,Walk-in,No
39031,1176,2025-01-11 06:00:00,Saturday,Sunny,34,Pizza,Beverage,18.77,56,Dine-in,1,18,6,63,15,211.74,No,No,Zomato,Online,No
39032,331,2025-01-11 07:00:00,Saturday,Cloudy,33,Sushi,Beverage,16.2,58,Dine-in,3,32,10,61,16,800.97,Yes,No,UberEats,Online,No
39033,1562,2025-01-11 08:00:00,Saturday,Sunny,31,Salad,Breakfast,7.55,53,Takeaway,4,34,4,76,7,996.03,Yes,No,Zomato,Online,No
39034,1407,2025-01-11 09:00:00,Saturday,Sunny,9,Sushi,Beverage,10.94,15,Delivery,5,34,4,51,8,528.3,Yes,No,Swiggy,Walk-in,No
39035,1139,2025-01-11 10:00:00,Saturday,Sunny,19,Pasta,Dinner,45.87,48,Dine-in,1,31,10,98,25,449.9,Yes,No,Zomato,Walk-in,No
39036,894,2025-01-11 11:00:00,Saturday,Rainy,27,Coffee,Lunch,38.63,41,Dine-in,2,6,9,85,22,174.25,No,No,None,Online,No
39037,1506,2025-01-11 12:00:00,Saturday,Sunny,21,Pasta,Dinner,47.37,58,Delivery,2,41,10,94,16,811.44,Yes,No,UberEats,Online,No
39038,1308,2025-01-11 13:00:00,Saturday,Snowy,7,Salad,Dinner,24.07,52,Takeaway,3,17,11,87,20,449.68,No,No,None,Walk-in,No
39039,899,2025-01-11 14:00:00,Saturday,Snowy,22,Salad,Lunch,32.06,53,Dine-in,4,43,11,52,16,1113.38,Yes,No,UberEats,Walk-in,No
39040,1099,2025-01-11 15:00:00,Saturday,Rainy,15,Pizza,Beverage,26.77,37,Takeaway,3,46,9,85,11,759.92,Yes,Yes,None,Walk-in,No
39041,1190,2025-01-11 16:00:00,Saturday,Rainy,30,Burger,Dinner,44.66,54,Delivery,2,32,8,57,16,439.98,Yes,No,Zomato,Walk-in,No
39042,1213,2025-01-11 17:00:00,Saturday,Rainy,10,Pizza,Beverage,49.61,10,Takeaway,1,24,3,51,8,577.39,No,Yes,UberEats,Online,No
39043,78,2025-01-11 18:00:00,Saturday,Rainy,31,Sushi,Beverage,46.97,59,Dine-in,3,43,12,90,20,861.12,Yes,No,None,Online,No
39044,947,2025-01-11 19:00:00,Saturday,Sunny,16,Burger,Lunch,31.91,52,Dine-in,4,22,13,91,20,435.82,No,No,Swiggy,Walk-in,No
39045,1626,2025-01-11 20:00:00,Saturday,Rainy,26,Salad,Dessert,7.78,40,Dine-in,2,38,6,78,21,795.12,Yes,No,Zomato,Walk-in,No
39046,688,2025-01-11 21:00:00,Saturday,Snowy,30,Pasta,Breakfast,32.79,39,Delivery,1,49,11,94,24,515.14,Yes,No,Zomato,Walk-in,No
39047,21,2025-01-11 22:00:00,Saturday,Sunny,21,Sushi,Breakfast,9.37,27,Takeaway,3,21,8,74,13,212.13,No,Yes,UberEats,Online,No
39048,566,2025-01-11 23:00:00,Saturday,Cloudy,34,Dessert,Beverage,11.25,38,Delivery,1,42,6,98,18,683.86,Yes,No,Zomato,Online,No
39049,1208,2025-01-12 00:00:00,Sunday,Sunny,18,Pizza,Dessert,13.61,51,Dine-in,5,27,2,53,9,444.79,No,No,Zomato,Online,No
39050,1895,2025-01-12 01:00:00,Sunday,Sunny,10,Coffee,Dinner,21.36,47,Dine-in,2,35,12,59,22,853.11,Yes,Yes,Zomato,Walk-in,No
39051,1246,2025-01-12 02:00:00,Sunday,Sunny,14,Steak,Breakfast,31.63,32,Takeaway,3,13,11,93,16,214.67,No,Yes,Zomato,Walk-in,Yes
39052,827,2025-01-12 03:00:00,Sunday,Sunny,20,Steak,Beverage,20.01,31,Dine-in,1,39,7,66,26,670.45,Yes,No,Swiggy,Walk-in,No
39053,1352,2025-01-12 04:00:00,Sunday,Snowy,22,Salad,Lunch,25.35,11,Takeaway,3,29,7,50,11,608.74,No,No,None,Walk-in,No
39054,179,2025-01-12 05:00:00,Sunday,Cloudy,31,Coffee,Dessert,7.13,14,Takeaway,4,43,13,52,6,938.78,Yes,No,None,Walk-in,No
39055,1812,2025-01-12 06:00:00,Sunday,Rainy,24,Burger,Lunch,32.89,51,Dine-in,4,34,7,87,22,566.64,Yes,Yes,None,Online,No
39056,1136,2025-01-12 07:00:00,Sunday,Cloudy,10,Steak,Dessert,34.57,24,Delivery,3,9,4,79,7,190.46,No,No,UberEats,Walk-in,No
39057,1760,2025-01-12 08:00:00,Sunday,Sunny,23,Burger,Beverage,9.47,41,Takeaway,2,32,2,54,19,715.4,Yes,No,UberEats,Walk-in,No
39058,1750,2025-01-12 09:00:00,Sunday,Sunny,7,Pasta,Breakfast,40.33,55,Dine-in,3,11,8,93,15,167.47,No,No,Zomato,Online,No
39059,1083,2025-01-12 10:00:00,Sunday,Sunny,16,Salad,Breakfast,34.14,15,Dine-in,3,46,7,60,14,676.89,Yes,No,None,Walk-in,No
39060,1351,2025-01-12 11:00:00,Sunday,Snowy,20,Dessert,Dessert,27.04,23,Takeaway,3,46,6,58,24,1279.2,Yes,Yes,Zomato,Online,No
39061,905,2025-01-12 12:00:00,Sunday,Sunny,7,Salad,Lunch,29.88,33,Dine-in,3,46,4,96,25,1055.65,Yes,Yes,UberEats,Walk-in,No
39062,1645,2025-01-12 13:00:00,Sunday,Cloudy,20,Sushi,Dessert,27.64,30,Dine-in,2,42,14,63,23,681.3,Yes,No,None,Online,No
39063,1921,2025-01-12 14:00:00,Sunday,Rainy,8,Sushi,Breakfast,7.42,23,Takeaway,5,23,7,68,17,483.35,No,Yes,Swiggy,Online,Yes
39064,669,2025-01-12 15:00:00,Sunday,Cloudy,29,Coffee,Dinner,38.08,21,Dine-in,5,29,11,62,20,700.3,No,No,UberEats,Walk-in,No
39065,191,2025-01-12 16:00:00,Sunday,Sunny,24,Burger,Breakfast,28.03,13,Delivery,1,22,10,70,24,229.96,No,No,Swiggy,Walk-in,No
39066,1224,2025-01-12 17:00:00,Sunday,Sunny,17,Dessert,Beverage,12.78,53,Dine-in,2,30,13,88,27,851.9,No,No,UberEats,Walk-in,No
39067,1336,2025-01-12 18:00:00,Sunday,Rainy,8,Steak,Breakfast,35.63,30,Dine-in,2,49,9,92,26,1192.89,Yes,No,Zomato,Online,No
39068,708,2025-01-12 19:00:00,Sunday,Rainy,8,Steak,Dinner,36.28,26,Dine-in,2,24,12,51,22,428.28,No,No,UberEats,Walk-in,No
39069,1059,2025-01-12 20:00:00,Sunday,Sunny,11,Pizza,Dinner,14.61,38,Takeaway,4,6,14,79,16,171.87,No,Yes,Zomato,Walk-in,Yes
39070,379,2025-01-12 21:00:00,Sunday,Cloudy,25,Dessert,Beverage,40.84,25,Dine-in,2,34,9,72,19,377.98,Yes,Yes,Zomato,Online,No
39071,387,2025-01-12 22:00:00,Sunday,Snowy,16,Burger,Dessert,25.54,27,Delivery,4,26,9,76,27,652.17,No,No,UberEats,Online,Yes
39072,1782,2025-01-12 23:00:00,Sunday,Sunny,6,Steak,Beverage,13.13,47,Dine-in,5,46,2,50,6,944.18,Yes,No,UberEats,Online,No
39073,237,2025-01-13 00:00:00,Monday,Sunny,20,Sushi,Dinner,34.59,50,Delivery,5,38,8,56,17,885.24,Yes,No,Swiggy,Online,No
39074,616,2025-01-13 01:00:00,Monday,Sunny,11,Sushi,Breakfast,31.85,53,Dine-in,4,39,2,51,16,757.68,Yes,No,Zomato,Walk-in,No
39075,1543,2025-01-13 02:00:00,Monday,Sunny,23,Dessert,Breakfast,12.67,20,Takeaway,3,9,8,72,19,116.5,No,No,UberEats,Online,No
39076,283,2025-01-13 03:00:00,Monday,Rainy,15,Sushi,Beverage,44.26,41,Takeaway,5,19,3,80,7,289.1,No,Yes,UberEats,Online,No
39077,1,2025-01-13 04:00:00,Monday,Sunny,5,Burger,Dessert,43.45,37,Takeaway,3,43,4,78,21,828.22,Yes,No,UberEats,Online,Yes
39078,1755,2025-01-13 05:00:00,Monday,Rainy,13,Salad,Beverage,42.63,25,Takeaway,1,19,11,63,10,539.16,No,Yes,Zomato,Walk-in,No
39079,464,2025-01-13 06:00:00,Monday,Rainy,9,Coffee,Dessert,22.97,43,Takeaway,4,32,3,92,15,363.73,Yes,No,Zomato,Online,No
39080,1254,2025-01-13 07:00:00,Monday,Sunny,30,Pizza,Dessert,42.11,59,Dine-in,1,16,11,54,24,193.51,No,No,None,Online,No
39081,967,2025-01-13 08:00:00,Monday,Sunny,21,Pizza,Lunch,43.02,39,Dine-in,4,7,2,60,29,91.38,No,No,UberEats,Walk-in,No
39082,172,2025-01-13 09:00:00,Monday,Sunny,31,Sushi,Lunch,49.84,47,Takeaway,1,14,6,95,8,316.99,No,Yes,UberEats,Walk-in,No
39083,1111,2025-01-13 10:00:00,Monday,Sunny,5,Pasta,Lunch,48.09,31,Delivery,1,40,14,90,14,693.04,Yes,Yes,None,Walk-in,No
39084,1577,2025-01-13 11:00:00,Monday,Sunny,21,Dessert,Dinner,22.23,14,Takeaway,2,11,9,82,26,142.83,No,No,Zomato,Online,No
39085,1147,2025-01-13 12:00:00,Monday,Cloudy,16,Burger,Dinner,13.92,18,Dine-in,5,47,13,78,28,584.65,Yes,No,Swiggy,Walk-in,No
39086,843,2025-01-13 13:00:00,Monday,Sunny,29,Dessert,Dinner,18.16,22,Takeaway,4,21,7,55,25,493.15,No,No,Zomato,Walk-in,No
39087,1322,2025-01-13 14:00:00,Monday,Sunny,17,Steak,Breakfast,27.27,48,Takeaway,5,24,5,56,23,462.04,No,No,None,Walk-in,Yes
39088,1909,2025-01-13 15:00:00,Monday,Sunny,28,Dessert,Dinner,41.25,32,Dine-in,2,32,14,94,13,878.56,Yes,No,Zomato,Walk-in,No
39089,1953,2025-01-13 16:00:00,Monday,Sunny,15,Steak,Lunch,37.53,36,Dine-in,5,16,11,59,23,289.29,No,No,None,Walk-in,No
39090,690,2025-01-13 17:00:00,Monday,Sunny,17,Dessert,Dessert,40.45,41,Dine-in,4,22,2,69,19,508.53,No,Yes,Zomato,Walk-in,No
39091,575,2025-01-13 18:00:00,Monday,Rainy,17,Dessert,Dessert,22.1,40,Dine-in,2,49,11,58,13,1269.93,Yes,No,None,Online,No
39092,1508,2025-01-13 19:00:00,Monday,Sunny,10,Coffee,Lunch,16.11,42,Delivery,3,41,3,66,17,1192.02,Yes,No,UberEats,Walk-in,No
39093,165,2025-01-13 20:00:00,Monday,Cloudy,30,Salad,Breakfast,6.09,51,Dine-in,2,16,3,85,6,438.18,No,No,Swiggy,Online,No
39094,1723,2025-01-13 21:00:00,Monday,Sunny,26,Sushi,Beverage,33.18,35,Dine-in,4,12,12,95,12,306.07,No,Yes,UberEats,Online,No
39095,383,2025-01-13 22:00:00,Monday,Snowy,10,Pasta,Dinner,40.78,27,Dine-in,1,44,4,55,16,803.34,Yes,No,None,Online,No
39096,209,2025-01-13 23:00:00,Monday,Snowy,24,Sushi,Dessert,45.01,21,Dine-in,5,45,3,50,26,1334.52,Yes,No,None,Walk-in,No
39097,1763,2025-01-14 00:00:00,Tuesday,Sunny,25,Dessert,Dinner,26.43,12,Delivery,1,23,5,60,13,351.77,No,Yes,Zomato,Online,No
39098,1456,2025-01-14 01:00:00,Tuesday,Sunny,14,Dessert,Dessert,46.74,14,Dine-in,3,40,5,92,9,929.04,Yes,No,Zomato,Walk-in,No
39099,1413,2025-01-14 02:00:00,Tuesday,Sunny,23,Pasta,Breakfast,14.11,23,Dine-in,1,10,6,66,8,126.12,No,Yes,Zomato,Walk-in,No
39100,1584,2025-01-14 03:00:00,Tuesday,Rainy,7,Pizza,Dessert,28.15,56,Delivery,5,32,10,88,17,707.79,Yes,No,Swiggy,Walk-in,No
39101,224,2025-01-14 04:00:00,Tuesday,Snowy,30,Pasta,Breakfast,14.62,21,Takeaway,1,48,4,58,19,1142.29,Yes,No,Zomato,Online,No
39102,3,2025-01-14 05:00:00,Tuesday,Sunny,11,Pizza,Lunch,13.46,13,Takeaway,2,5,7,65,6,59.03,No,No,None,Walk-in,No
39103,372,2025-01-14 06:00:00,Tuesday,Sunny,9,Pizza,Dessert,47.9,25,Dine-in,4,23,11,76,5,365.68,No,Yes,UberEats,Online,No
39104,1711,2025-01-14 07:00:00,Tuesday,Snowy,12,Dessert,Dinner,41.8,20,Dine-in,1,7,12,90,8,159.81,No,No,Swiggy,Walk-in,No
39105,1470,2025-01-14 08:00:00,Tuesday,Cloudy,9,Burger,Breakfast,5.53,45,Delivery,4,40,14,54,28,881.71,Yes,No,UberEats,Walk-in,No
39106,611,2025-01-14 09:00:00,Tuesday,Rainy,16,Coffee,Lunch,17.08,47,Takeaway,4,31,5,87,14,724.29,Yes,No,None,Walk-in,Yes
39107,116,2025-01-14 10:00:00,Tuesday,Snowy,8,Pasta,Beverage,14.23,57,Dine-in,4,10,8,57,29,124.89,No,No,UberEats,Walk-in,No
39108,1294,2025-01-14 11:00:00,Tuesday,Sunny,34,Salad,Dessert,11.62,11,Dine-in,2,34,5,58,5,690.41,Yes,No,Swiggy,Walk-in,No
39109,447,2025-01-14 12:00:00,Tuesday,Rainy,23,Salad,Lunch,36.38,22,Delivery,4,41,8,62,6,1170.64,Yes,No,Swiggy,Walk-in,No
39110,1392,2025-01-14 13:00:00,Tuesday,Rainy,32,Pasta,Lunch,30.51,17,Delivery,1,31,2,52,16,901.34,Yes,No,None,Walk-in,No
39111,1277,2025-01-14 14:00:00,Tuesday,Rainy,22,Coffee,Dinner,25.43,53,Takeaway,4,10,10,76,20,125.35,No,No,UberEats,Online,No
39112,1341,2025-01-14 15:00:00,Tuesday,Sunny,7,Burger,Beverage,13.53,30,Takeaway,2,49,14,99,7,1366.51,Yes,Yes,Zomato,Walk-in,No
39113,415,2025-01-14 16:00:00,Tuesday,Sunny,11,Salad,Breakfast,17.49,35,Takeaway,4,45,2,86,28,968.83,Yes,No,UberEats,Walk-in,No
39114,1119,2025-01-14 17:00:00,Tuesday,Sunny,12,Sushi,Dinner,21.02,47,Delivery,1,21,6,69,13,526.23,No,No,UberEats,Walk-in,No
39115,1809,2025-01-14 18:00:00,Tuesday,Sunny,19,Salad,Breakfast,40.35,44,Takeaway,2,34,9,82,7,442.44,Yes,Yes,Swiggy,Walk-in,No
39116,892,2025-01-14 19:00:00,Tuesday,Sunny,25,Dessert,Dessert,49.51,24,Dine-in,3,19,9,62,24,470.39,No,No,None,Walk-in,No
39117,1048,2025-01-14 20:00:00,Tuesday,Rainy,31,Burger,Beverage,13.28,49,Dine-in,3,23,7,73,20,262.7,No,No,UberEats,Walk-in,Yes
39118,1652,2025-01-14 21:00:00,Tuesday,Sunny,21,Pizza,Dessert,20.37,39,Delivery,1,34,7,99,12,770.45,Yes,Yes,Zomato,Online,No
39119,663,2025-01-14 22:00:00,Tuesday,Sunny,23,Pizza,Beverage,17.61,11,Delivery,5,44,12,91,23,1027.9,Yes,No,Zomato,Walk-in,No
39120,1874,2025-01-14 23:00:00,Tuesday,Snowy,8,Pizza,Lunch,6.98,25,Takeaway,4,13,3,73,15,302.83,No,Yes,UberEats,Online,No
39121,1074,2025-01-15 00:00:00,Wednesday,Snowy,20,Dessert,Dinner,14.86,22,Dine-in,5,38,5,69,10,424.58,Yes,No,Swiggy,Walk-in,No
39122,1526,2025-01-15 01:00:00,Wednesday,Sunny,30,Burger,Dessert,45.57,10,Takeaway,2,30,9,76,18,530.51,No,No,UberEats,Online,No
39123,718,2025-01-15 02:00:00,Wednesday,Sunny,17,Pizza,Dessert,42.93,52,Takeaway,4,41,3,67,5,1020.4,Yes,Yes,None,Online,No
39124,1522,2025-01-15 03:00:00,Wednesday,Cloudy,33,Coffee,Breakfast,12.54,37,Dine-in,5,39,7,77,16,1011.52,Yes,Yes,Zomato,Online,No
39125,1359,2025-01-15 04:00:00,Wednesday,Snowy,16,Pizza,Breakfast,21.48,10,Delivery,1,46,4,85,27,842.27,Yes,No,None,Walk-in,No
39126,1103,2025-01-15 05:00:00,Wednesday,Sunny,8,Burger,Dinner,18.99,49,Dine-in,2,6,8,82,25,79.44,No,No,Swiggy,Online,No
39127,1606,2025-01-15 06:00:00,Wednesday,Sunny,16,Dessert,Lunch,11.65,43,Dine-in,4,17,10,81,19,339.81,No,No,Swiggy,Online,No
39128,1051,2025-01-15 07:00:00,Wednesday,Sunny,21,Sushi,Breakfast,33.0,22,Dine-in,3,47,9,56,20,1081.25,Yes,Yes,Zomato,Walk-in,No
39129,271,2025-01-15 08:00:00,Wednesday,Rainy,30,Salad,Dinner,30.08,11,Takeaway,4,47,13,64,8,1335.18,Yes,No,None,Walk-in,No
39130,562,2025-01-15 09:00:00,Wednesday,Sunny,13,Burger,Lunch,24.21,13,Dine-in,2,13,9,63,28,307.15,No,No,Zomato,Walk-in,No
39131,804,2025-01-15 10:00:00,Wednesday,Sunny,16,Burger,Dessert,43.5,34,Takeaway,3,25,10,84,12,661.33,No,Yes,UberEats,Walk-in,No
39132,247,2025-01-15 11:00:00,Wednesday,Sunny,30,Pasta,Lunch,32.89,43,Dine-in,1,45,3,89,27,688.27,Yes,Yes,None,Walk-in,No
39133,1800,2025-01-15 12:00:00,Wednesday,Snowy,19,Pizza,Breakfast,16.67,22,Delivery,4,48,7,80,21,1279.91,Yes,No,Zomato,Walk-in,No
39134,1615,2025-01-15 13:00:00,Wednesday,Sunny,24,Steak,Dinner,21.82,45,Delivery,5,5,10,99,26,111.2,No,No,None,Walk-in,No
39135,387,2025-01-15 14:00:00,Wednesday,Sunny,6,Sushi,Lunch,11.76,41,Dine-in,5,24,14,80,7,503.51,No,No,Zomato,Online,No
39136,702,2025-01-15 15:00:00,Wednesday,Cloudy,33,Steak,Dinner,31.61,30,Dine-in,1,9,3,75,28,138.04,No,No,UberEats,Online,No
39137,559,2025-01-15 16:00:00,Wednesday,Sunny,13,Pasta,Dinner,31.4,35,Takeaway,2,16,10,74,7,225.25,No,Yes,Swiggy,Online,No
39138,973,2025-01-15 17:00:00,Wednesday,Sunny,18,Sushi,Lunch,44.16,24,Dine-in,1,47,3,95,19,981.24,Yes,No,UberEats,Walk-in,No
39139,1385,2025-01-15 18:00:00,Wednesday,Rainy,8,Pizza,Breakfast,43.51,38,Delivery,2,25,10,55,19,695.72,No,Yes,UberEats,Online,Yes
